,ESG_DISCLOSURE_SCORE,PE_RATIO,PX_TO_BOOK_RATIO,IS_EPS,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY,BOOK_VAL_PER_SH,PROF_MARGIN,RETURN_ON_ASSET,Ticker,Industry,MarketCap,ESG_SCORE,BETA_RAW_OVERRIDABLE,OPER_INC_GROWTH
2020-12-31,,30.2137,13.1686,,,,,,,ADP US Equity,Industrials,92948489547.41,3.49,2.1151,
2021-06-30,53.4956,,,6.1,45.4987,60.782,13.3823,17.3171,5.9098,ADP US Equity,Industrials,92948489547.41,,,5.8217
2021-12-31,,40.9656,18.4258,,,,,,,ADP US Equity,Industrials,92948489547.41,3.42,3.4419,
2022-06-30,,,,7.04,66.3017,111.292,7.7513,17.874,5.2734,ADP US Equity,Industrials,92948489547.41,,,14.3957
2022-12-31,,33.9109,30.8156,,,,,,,ADP US Equity,Industrials,92948489547.41,,0.9296,
2015-01-31,39.7244,,,1.6,52.1567,39.5053,3.2135,7.6178,20.9075,TJX US Equity,Consumer Discretionary,97972579311.74998,,,7.6384
2015-12-31,,22.3751,11.0333,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.06,0.3477,
2016-01-30,40.2475,,,1.69,53.1461,39.475,3.2457,7.3604,20.2646,TJX US Equity,Consumer Discretionary,97972579311.74998,,,2.7228
2016-12-31,,22.5398,11.5736,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.15,0.2489,
2017-01-28,47.0576,,,0.875,52.1279,53.2929,3.4895,6.9258,18.8579,TJX US Equity,Consumer Discretionary,97972579311.74998,,,3.9092
2017-12-31,,42.098,10.9559,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.46,-0.423,
2018-02-03,48.1541,,,2.05,54.0009,47.6375,4.0989,7.2716,19.3598,TJX US Equity,Consumer Discretionary,97972579311.74998,,,1.0041
2018-12-31,,22.8182,10.9151,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.43,-0.5947,
2019-02-02,50.7897,,,2.47,60.0142,44.2422,4.1478,7.8511,21.56,TJX US Equity,Consumer Discretionary,97972579311.74998,,,8.4877
2019-12-31,,28.7512,14.7211,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.44,0.5539,
2020-02-01,51.3127,,,2.71,59.5116,192.7382,4.9606,7.8438,17.0112,TJX US Equity,Consumer Discretionary,97972579311.74998,,,4.6943
2020-12-31,,25.4781,13.7666,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.44,1.9523,
2021-01-30,54.5619,,,0.08,1.5279,252.9494,4.8416,0.2801,0.3275,TJX US Equity,Consumer Discretionary,97972579311.74998,,,-86.8213
2021-12-31,,231.8302,15.6807,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,2.88,-0.0628,
2022-01-29,57.801,,,2.74,55.4763,208.3625,5.0822,6.7621,11.0773,TJX US Equity,Consumer Discretionary,97972579311.74998,,,717.0103
2022-12-31,,24.4605,15.6626,,,,,,,TJX US Equity,Consumer Discretionary,97972579311.74998,,0.1365,
2015-12-31,58.4448,8.9153,0.745,5.41,8.0271,216.2749,69.4614,19.5321,0.965,C US Equity,Financials,92237102037.06,3.08,0.6767,68.8729
2016-12-31,57.5898,11.5055,0.8003,4.72,6.6374,229.2664,74.2561,17.8996,0.8465,C US Equity,Financials,92237102037.06,3.15,1.8713,-13.4899
2017-12-31,60.6176,13.6996,1.0537,-2.98,-4.1554,277.2194,70.62,-7.6415,-0.3741,C US Equity,Financials,92237102037.06,3.23,1.0486,5.9785
2018-12-31,61.9958,7.9203,0.6936,6.69,9.2816,303.9736,75.0528,18.5801,0.9599,C US Equity,Financials,92237102037.06,3.47,2.1531,3.0051
2019-12-31,61.5833,9.3277,0.9637,8.08,10.2945,301.4009,82.9006,18.7542,1.003,C US Equity,Financials,92237102037.06,3.56,2.3777,1.945
2020-12-31,61.2614,12.2741,0.7134,4.74,5.5621,326.8566,86.4333,12.4349,0.5246,C US Equity,Financials,92237102037.06,4.18,6.0445,-42.9647
2021-12-31,59.8733,6.0513,0.6549,10.21,11.4388,317.849,92.2098,27.4864,0.9646,C US Equity,Financials,92237102037.06,4.1,1.9522,101.5038
2022-12-31,,5.5273,0.4809,7.04,7.5033,348.8793,94.0606,14.6867,0.6306,C US Equity,Financials,92237102037.06,,0.4973,-31.5337
2015-10-31,46.3233,,,2.23,14.1774,17.1485,16.2563,20.287,10.0137,ADI US Equity,Information Technology,97977136601.59999,,,10.4131
2015-12-31,,22.4251,3.403,,,,,,,ADI US Equity,Information Technology,97977136601.59999,3.63,0.7735,
2016-10-29,47.2387,,,2.79,16.8317,33.5328,16.7622,25.1845,11.4666,ADI US Equity,Information Technology,97977136601.59999,,,23.7435
2016-12-31,,24.5292,4.3324,,,,,,,ADI US Equity,Information Technology,97977136601.59999,4.52,3.0826,
2017-10-28,50.2666,,,2.09,9.4898,77.2627,27.5653,14.239,4.9964,ADI US Equity,Information Technology,97977136601.59999,,,2.6283
2017-12-31,,22.7018,3.2298,,,,,,,ADI US Equity,Information Technology,97977136601.59999,4.79,-0.8776,
2018-11-03,49.1198,,,4.05,14.0644,56.1997,30.4414,24.2097,7.2486,ADI US Equity,Information Technology,97977136601.59999,,,80.033
2018-12-31,,15.3694,2.8195,,,,,,,ADI US Equity,Information Technology,97977136601.59999,4.26,1.0208,
2019-11-02,52.9625,,,3.68,11.8358,46.9026,31.7923,22.7507,6.5167,ADI US Equity,Information Technology,97977136601.59999,,,-9.9485
2019-12-31,,23.1066,3.738,,,,,,,ADI US Equity,Information Technology,97977136601.59999,4.79,1.1976,
2020-10-31,56.1513,,,3.31,10.2987,45.6205,32.4721,21.7874,5.6963,ADI US Equity,Information Technology,97977136601.59999,,,-12.4145
2020-12-31,,29.336,4.5494,,,,,,,ADI US Equity,Information Technology,97977136601.59999,4.88,1.1213,
2021-10-30,58.133,,,3.5,5.5627,18.7359,72.3212,18.9993,3.7686,ADI US Equity,Information Technology,97977136601.59999,,,12.9456
2021-12-31,,27.2689,2.4304,,,,,,,ADI US Equity,Information Technology,97977136601.59999,4.45,-0.5012,
2022-10-29,,,,5.29,7.3829,19.0305,71.5995,22.8781,5.3565,ADI US Equity,Information Technology,97977136601.59999,,,93.7536
2022-12-31,,16.846,2.2909,,,,,,,ADI US Equity,Information Technology,97977136601.59999,,0.5538,
2015-12-31,32.0692,25.9962,7.1915,50.09,29.3893,70.0184,177.2866,27.6601,15.8511,BKNG US Equity,Consumer Discretionary,102988380592.43997,1.98,-1.1328,6.0389
2016-12-31,32.0692,23.5247,7.3434,43.14,22.9376,72.4793,199.6438,19.8733,11.4601,BKNG US Equity,Consumer Discretionary,102988380592.43997,2.01,0.3092,-10.8194
2017-12-31,32.0692,36.9103,7.48,47.78,22.2094,84.5259,232.3184,18.4607,10.3378,BKNG US Equity,Consumer Discretionary,102988380592.43997,2.0,0.3583,56.1429
2018-12-31,32.542,19.1776,8.9467,84.26,39.8883,98.4519,192.5199,27.5212,16.6106,BKNG US Equity,Consumer Discretionary,102988380592.43997,3.45,0.7566,17.695
2019-12-31,34.9663,20.9166,14.3368,112.93,66.1095,155.9245,143.249,32.2913,22.069,BKNG US Equity,Consumer Discretionary,102988380592.43997,3.43,0.5729,0.0749
2020-12-31,43.9594,2685.765,18.6446,1.45,1.09,256.2641,119.4593,0.8682,0.2727,BKNG US Equity,Consumer Discretionary,102988380592.43997,3.64,0.8547,
2021-12-31,44.3316,57.495,15.948,28.39,21.046,184.8495,150.4406,10.6315,5.1192,BKNG US Equity,Consumer Discretionary,102988380592.43997,3.97,-0.0686,
2022-12-31,,21.8837,27.4279,76.7,68.2589,473.1129,73.4755,17.8935,12.4811,BKNG US Equity,Consumer Discretionary,102988380592.43997,,0.512,104.4071
2015-12-31,41.5854,8.4929,7.7637,12.37,106.6431,115.4031,13.0338,55.4796,41.9264,GILD US Equity,Health Care,95384570128.14,2.28,1.4987,45.3849
2016-12-31,53.0933,6.6532,4.9669,10.08,72.1573,136.0636,14.4176,44.4258,24.8424,GILD US Equity,Health Care,95384570128.14,3.22,-3.5651,-20.547
2017-12-31,60.2756,9.0548,4.584,3.54,23.5348,163.6115,15.6284,17.727,7.2733,GILD US Equity,Health Care,95384570128.14,4.0,2.9615,-19.9002
2018-12-31,61.5632,11.819,3.7494,4.2,26.0824,126.8784,16.6825,24.6531,8.1443,GILD US Equity,Health Care,95384570128.14,4.28,0.4962,-41.9428
2019-12-31,63.726,11.4147,3.6522,4.24,24.5309,111.7792,17.7923,23.9922,8.5968,GILD US Equity,Health Care,95384570128.14,4.52,0.472,-47.7195
2020-12-31,62.6698,9.2448,4.0137,0.1,0.604,176.2637,14.5152,0.4982,0.1892,GILD US Equity,Health Care,95384570128.14,5.58,1.1274,-5.0385
2021-12-31,63.2431,11.1854,4.3217,4.96,31.7028,129.5338,16.8014,22.798,9.1303,GILD US Equity,Health Care,95384570128.14,5.64,3.2888,143.6256
2022-12-31,,13.0605,5.0403,3.66,21.707,121.6842,17.0329,16.8322,7.0041,GILD US Equity,Health Care,95384570128.14,,0.138,-26.094
2015-12-31,35.6403,32.6639,3.6485,1.04,11.9466,40.7775,9.0257,22.2581,0.8553,SCHW US Equity,Financials,106308297327.87,2.49,0.581,7.7541
2016-12-31,35.7509,30.1298,3.8719,1.32,13.6925,32.1722,10.194,24.696,0.9281,SCHW US Equity,Financials,106308297327.87,2.48,1.051,31.3295
2017-12-31,36.264,32.5189,4.4089,1.63,14.9004,113.5762,11.6514,26.2723,1.0089,SCHW US Equity,Financials,106308297327.87,2.46,1.0409,21.9512
2018-12-31,36.264,16.951,2.9964,2.47,19.8776,33.2753,13.8599,31.9137,1.2995,SCHW US Equity,Financials,106308297327.87,2.42,1.9217,24.9863
2019-12-31,35.59,17.6803,3.2363,2.69,19.2074,36.5693,14.696,31.4298,1.2546,SCHW US Equity,Financials,106308297327.87,2.17,0.959,6.2692
2020-12-31,36.3746,21.8272,1.9818,2.13,9.0694,25.8348,26.7637,27.2442,0.7827,SCHW US Equity,Financials,106308297327.87,2.22,0.2375,-11.3036
2021-12-31,38.7386,26.8026,3.3048,2.84,11.3594,43.9043,25.448,30.8223,0.9628,SCHW US Equity,Financials,106308297327.87,3.3,4.4234,79.3721
2022-12-31,,22.1636,5.7663,3.52,18.1983,106.1844,14.4392,32.2007,1.1785,SCHW US Equity,Financials,106308297327.87,,1.2854,21.7166
2015-12-31,47.7618,26.6602,2.5292,4.49,26.0643,54.7972,17.7287,24.5209,11.2133,MDLZ US Equity,Consumer Staples,97236339685.79999,4.45,-1.6949,174.4294
2016-12-31,52.6607,21.6647,2.6928,1.07,6.24,68.2094,16.4627,6.3997,2.6676,MDLZ US Equity,Consumer Staples,97236339685.79999,4.45,-2.3952,-71.1251
2017-12-31,57.1874,20.3667,2.4503,1.87,11.0566,67.6996,17.4675,10.9206,4.5432,MDLZ US Equity,Consumer Staples,97236339685.79999,4.91,-0.2341,34.7606
2018-12-31,57.7708,16.7714,2.2656,2.25,12.8489,71.4502,17.6685,12.7882,5.2782,MDLZ US Equity,Consumer Staples,97236339685.79999,5.47,0.1177,-4.3328
2019-12-31,58.3141,22.3944,2.9015,2.72,14.8606,69.5794,18.9832,15.1887,6.1755,MDLZ US Equity,Consumer Staples,97236339685.79999,5.82,1.255,16.0326
2020-12-31,58.3141,17.4035,3.0089,2.48,12.97,75.1428,19.4324,13.3742,5.3731,MDLZ US Equity,Consumer Staples,97236339685.79999,6.47,2.4916,0.2602
2021-12-31,63.1325,23.6695,3.2643,3.06,15.3992,71.4155,20.3136,14.9721,6.375,MDLZ US Equity,Consumer Staples,97236339685.79999,6.79,0.6822,20.763
2022-12-31,,22.6328,3.3864,1.97,9.8528,88.0684,19.6817,8.6265,3.9305,MDLZ US Equity,Consumer Staples,97236339685.79999,,0.2783,-24.049
2016-12-31,,,,-0.18,,0.0,,-57.8328,,PDD US Equity,Consumer Discretionary,95258816302.46,,,
2017-12-31,,,,-0.28,,0.0,,-30.1085,-6.962,PDD US Equity,Consumer Discretionary,95258816302.46,,,-108.1423
2018-12-31,19.5554,,9.1347,-3.47,,0.0,16.8976,-77.8745,-36.169,PDD US Equity,Consumer Discretionary,95258816302.46,0.99,,-1712.8766
2019-12-31,19.5554,,12.4216,-1.51,-32.0575,26.9801,21.2015,-23.116,-11.6867,PDD US Equity,Consumer Discretionary,95258816302.46,1.17,,20.9406
2020-12-31,19.8974,,23.8718,-1.51,-16.9288,28.1958,48.5798,-12.0684,-6.1113,PDD US Equity,Consumer Discretionary,95258816302.46,1.51,-23.8716,-9.8629
2021-12-31,19.8974,270.2423,6.2376,1.55,11.4844,16.9878,59.4079,8.2689,4.5682,PDD US Equity,Consumer Discretionary,95258816302.46,1.52,-41.092,
2022-12-31,,101.9193,6.3035,6.24,32.7013,14.379,89.2483,24.1564,15.0781,PDD US Equity,Consumer Discretionary,95258816302.46,,-2.3107,340.8144
2015-12-31,40.3179,13.0976,1.5808,9.73,10.8256,68.8441,88.2111,3.2341,4.1493,ELV US Equity,Health Care,98171920524.65,2.52,2.0685,4.4516
2016-12-31,42.7522,13.5398,1.5107,9.39,10.2599,62.656,95.1683,2.9103,3.8956,ELV US Equity,Health Care,98171920524.65,2.81,-0.7652,0.0701
2017-12-31,48.2547,19.2729,2.1742,14.6952,14.8936,75.2061,103.4926,4.2679,5.6669,ELV US Equity,Health Care,98171920524.65,3.15,5.4023,-5.5547
2018-12-31,51.0512,17.6421,2.3685,14.53,13.6255,67.3102,110.8838,4.0714,5.2776,ELV US Equity,Health Care,98171920524.65,3.37,1.5507,16.9863
2019-12-31,52.4897,16.3573,2.4077,18.81,15.9518,65.3209,125.4457,4.6127,6.4513,ELV US Equity,Health Care,98171920524.65,3.98,-0.0489,15.4492
2020-12-31,55.2359,14.5833,2.3734,18.23,14.0835,63.2308,135.2845,3.7516,5.5733,ELV US Equity,Health Care,98171920524.65,6.2,0.6888,4.827
2021-12-31,51.2826,18.599,3.1079,25.04,17.6266,66.508,149.1496,4.4028,6.6321,ELV US Equity,Health Care,98171920524.65,6.44,3.5786,23.8878
2022-12-31,,19.081,3.4159,25.1,16.6512,68.819,150.1712,3.8475,6.018,ELV US Equity,Health Care,98171920524.65,,0.7273,-1.4181
2015-12-31,39.4427,17.7774,1.9528,20.1,11.9744,17.5837,174.3718,29.3395,1.4385,BLK US Equity,Financials,109429472526.0,2.43,1.4648,4.8099
2016-12-31,39.7546,19.947,2.1125,19.29,11.0137,17.4857,180.135,28.4357,1.4242,BLK US Equity,Financials,109429472526.0,2.45,1.6097,-3.4091
2017-12-31,48.8683,17.0176,2.5845,30.54,16.2638,15.5405,198.7659,36.4118,2.2488,BLK US Equity,Financials,109429472526.0,2.8,2.3513,22.5113
2018-12-31,48.2044,14.5895,1.9117,26.86,13.4171,15.0954,205.4794,30.3212,2.2669,BLK US Equity,Financials,109429472526.0,5.44,2.2811,0.7941
2019-12-31,48.6168,18.4263,2.3133,28.69,13.5799,16.4076,217.3074,30.7862,2.7276,BLK US Equity,Financials,109429472526.0,5.68,1.4667,7.97
2020-12-31,48.5766,23.439,3.1193,32.13,14.331,21.2954,231.3141,30.4351,2.8541,BLK US Equity,Financials,109429472526.0,5.93,-1.2331,13.1342
2021-12-31,50.3973,25.0119,3.6844,38.76,16.1724,23.958,248.4961,30.4583,3.5804,BLK US Equity,Financials,109429472526.0,6.11,-1.5651,24.3588
2022-12-31,,20.9361,2.8116,34.31,13.728,21.8873,252.0358,28.9711,3.8316,BLK US Equity,Financials,109429472526.0,,1.0681,-23.4109
2015-12-31,16.3565,39.3425,5.5229,1.1189,10.6495,51.7915,5.2943,15.2756,2.6277,BX US Equity,Financials,115315473019.63998,1.23,1.5924,-56.5548
2016-12-31,16.3565,16.5128,4.9877,1.6,16.3263,73.1693,5.4193,20.2745,4.2479,BX US Equity,Financials,115315473019.63998,1.21,0.423,37.5262
2017-12-31,16.3565,14.5621,5.7877,2.21,22.4714,109.9509,5.5324,20.593,4.8385,BX US Equity,Financials,115315473019.63998,1.39,2.6322,55.9286
2018-12-31,16.3565,12.5121,5.6035,2.27,23.6948,75.0081,5.3199,22.563,4.8682,BX US Equity,Financials,115315473019.63998,1.26,0.9885,-5.4195
2019-12-31,24.6253,20.2125,9.5682,3.03,30.6174,78.4833,5.8465,27.9314,6.6645,BX US Equity,Financials,115315473019.63998,1.53,2.6928,4.0851
2020-12-31,24.8868,33.8264,11.6916,1.5,15.3034,43.8185,5.5433,17.1317,3.5523,BX US Equity,Financials,115315473019.63998,1.56,5.6897,-27.4459
2021-12-31,27.0295,15.5968,16.4844,8.1379,72.8761,40.2746,7.8492,25.9439,17.3641,BX US Equity,Financials,115315473019.63998,2.5,7.8795,393.8187
2022-12-31,,30.6509,11.6908,2.36,20.4655,68.415,6.346,20.5177,4.1749,BX US Equity,Financials,115315473019.63998,,3.0712,-72.9427
2015-12-31,30.4597,19.6366,4.0732,3.82,16.8245,46.9745,22.8177,14.4681,8.5905,SYK US Equity,Health Care,113134621712.98,1.83,2.2293,49.3579
2016-12-31,32.1497,22.9904,4.7046,4.4,18.2382,72.3979,25.4667,14.543,8.9858,SYK US Equity,Health Care,113134621712.98,1.84,2.961,16.8726
2017-12-31,36.3344,26.587,5.8145,2.73,10.453,72.3647,26.6301,8.1967,4.7851,SYK US Equity,Health Care,113134621712.98,2.01,0.0331,5.6092
2018-12-31,43.2451,24.4311,4.98,9.5,32.7526,84.0494,31.476,26.1231,14.377,SYK US Equity,Health Care,113134621712.98,2.23,1.0915,10.4484
2019-12-31,43.7179,28.8673,6.1403,5.57,16.9784,89.6151,34.1907,13.9949,7.2583,SYK US Equity,Health Care,113134621712.98,2.21,0.9312,6.9373
2020-12-31,46.263,38.1255,7.0456,4.26,12.3518,110.2492,34.7793,11.1421,4.9584,SYK US Equity,Health Care,113134621712.98,4.08,1.3641,-18.0612
2021-12-31,50.4879,34.2749,6.7865,5.29,14.2627,86.7178,39.4046,11.6554,5.783,SYK US Equity,Health Care,113134621712.98,5.48,-0.7134,16.2393
2022-12-31,,30.3767,5.5742,6.23,14.9748,81.4035,43.8612,12.7812,6.5944,SYK US Equity,Health Care,113134621712.98,,0.3822,9.9458
2015-12-31,48.5565,117.6193,1.543,1.66,6.0574,63.1178,27.8158,39.5726,3.0416,PLD US Equity,Real Estate,115652834416.48,3.72,1.3791,18.8751
2016-12-31,51.7453,62.6454,1.8714,2.29,8.1567,57.4722,28.2082,47.7642,3.9255,PLD US Equity,Real Estate,115652834416.48,4.33,2.2659,75.8094
2017-12-31,50.8098,64.8837,2.2061,3.0956,10.7756,50.3195,29.2421,63.1108,5.5326,PLD US Equity,Real Estate,115652834416.48,4.41,-0.0804,15.3638
2018-12-31,51.1518,41.3853,1.6632,2.8957,8.6974,42.9823,35.3059,58.8123,4.8583,PLD US Equity,Real Estate,115652834416.48,4.75,1.2151,9.8482
2019-12-31,52.7714,77.5033,2.4937,2.48,6.9932,47.4747,35.7459,47.2272,4.0101,PLD US Equity,Real Estate,115652834416.48,4.74,1.7309,17.1128
2020-12-31,54.4714,76.8681,2.3094,2.02,5.4068,47.7254,43.1545,33.3837,3.084,PLD US Equity,Real Estate,115652834416.48,5.24,3.1701,41.3186
2021-12-31,57.7306,81.2826,3.7334,3.97,8.989,48.1252,45.0956,61.7662,5.1326,PLD US Equity,Real Estate,115652834416.48,5.45,5.3727,15.3803
2022-12-31,,40.4085,1.9571,4.28,7.7627,42.3669,57.6004,56.3279,4.5973,PLD US Equity,Real Estate,115652834416.48,,2.2008,40.9911
2015-12-31,62.4283,10.7139,1.301,2.37,12.5789,102.0309,19.9629,9.0905,3.8155,T US Equity,Communication Services,108092879999.99998,3.23,-0.57,102.9561
2016-12-31,66.4521,14.7229,1.6004,2.1,10.5685,99.519,20.0578,7.9225,3.2179,T US Equity,Communication Services,108092879999.99998,3.08,2.0617,-1.7672
2017-12-31,66.9752,12.7193,1.279,4.77,22.3208,115.7309,22.9437,18.3437,6.9464,T US Equity,Communication Services,108092879999.99998,4.05,-3.2555,-17.9776
2018-12-31,71.1297,6.5615,0.8521,2.85,11.9218,91.0364,25.2813,11.3437,3.9694,T US Equity,Communication Services,108092879999.99998,4.07,0.702,30.676
2019-12-31,70.4255,13.125,1.1616,1.9,7.548,93.2988,25.3938,7.673,2.5662,T US Equity,Communication Services,108092879999.99998,4.24,1.809,7.1237
2020-12-31,71.0291,12.0631,0.9568,-0.75,-3.1044,102.0888,22.688,-3.0135,-0.9608,T US Equity,Communication Services,108092879999.99998,4.27,5.0192,-77.0882
2021-12-31,72.7593,6.0809,0.7972,2.77,12.1181,108.3598,23.2923,14.9816,3.7277,T US Equity,Communication Services,108092879999.99998,5.05,1.1231,304.3247
2022-12-31,,6.593,1.3458,-1.13,-6.6156,148.629,13.6792,-7.0597,-1.7861,T US Equity,Communication Services,108092879999.99998,,-0.2939,
2015-12-31,29.0615,,24.5541,-1.27,-39.865,83.7195,3.5253,-19.7345,-12.2796,NOW US Equity,Information Technology,114367469418.02,1.42,-0.5312,-9.5696
2016-12-31,29.2526,,32.1655,-2.75,-94.7402,131.2308,2.3112,-32.4919,-23.5264,NOW US Equity,Information Technology,114367469418.02,1.32,-4.063,-154.1448
2017-12-31,32.6225,,29.1801,-0.68,-20.0473,150.6832,4.4685,-6.0905,-4.185,NOW US Equity,Information Technology,114367469418.02,1.69,9.0556,84.7694
2018-12-31,32.7331,,28.8699,-0.15,-2.8259,59.5489,6.1673,-1.0236,-0.7189,NOW US Equity,Information Technology,114367469418.02,1.95,1.514,34.117
2019-12-31,37.8634,88.708,25.1363,3.36,38.6953,53.1439,11.2316,18.1104,12.6586,NOW US Equity,Information Technology,114367469418.02,3.01,0.6268,
2020-12-31,54.5418,686.6196,38.0311,0.61,4.776,75.3284,14.4732,2.622,1.6082,NOW US Equity,Information Technology,114367469418.02,4.69,-2.8849,372.1008
2021-12-31,52.6406,535.8881,35.0656,1.16,7.045,59.9188,18.5113,3.9009,2.3574,NOW US Equity,Information Technology,114367469418.02,4.41,-7.2447,29.2347
2022-12-31,,229.0097,15.6544,1.61,7.4481,44.3561,24.8026,4.4859,2.6974,NOW US Equity,Information Technology,114367469418.02,,1.2542,38.1323
2015-12-31,31.8982,34.9839,4.7289,1.7633,15.2957,0.0,12.8327,24.6938,13.2812,ISRG US Equity,Health Care,121794864456.11998,2.07,2.8439,35.8297
2016-12-31,32.6929,34.2073,4.2587,2.1344,14.5762,0.0,16.5458,27.2112,12.9171,ISRG US Equity,Health Care,121794864456.11998,2.18,1.2531,27.7297
2017-12-31,32.6929,41.309,8.576,2.0033,12.7105,0.0,14.1846,21.3785,10.9412,ISRG US Equity,Health Care,121794864456.11998,2.16,5.7182,12.4524
2018-12-31,33.216,48.8728,8.2105,3.3067,19.6882,0.0,19.4434,30.2857,16.5582,ISRG US Equity,Health Care,121794864456.11998,2.19,1.6138,12.8422
2019-12-31,43.3558,51.504,8.298,3.9833,18.4613,0.9222,23.7466,30.7983,15.6918,ISRG US Equity,Health Care,121794864456.11998,3.08,-0.2221,14.599
2020-12-31,46.0919,102.5317,9.8947,3.02,11.7875,0.8187,27.5602,24.3346,10.1483,ISRG US Equity,Health Care,121794864456.11998,3.11,-1.1853,-23.6231
2021-12-31,47.6109,76.3906,10.7991,4.79,15.7595,0.7279,33.2712,29.8524,13.7891,ISRG US Equity,Health Care,121794864456.11998,3.23,-0.6239,73.4616
2022-12-31,,70.5745,8.4109,3.72,11.5268,0.8441,31.5483,21.2513,9.9687,ISRG US Equity,Health Care,121794864456.11998,,1.2497,-13.3937
2015-12-31,57.9419,27.541,2.2302,-4.96,-5.4269,191.6419,83.817,-5.3196,-1.0672,GE US Equity,Industrials,121092355224.79999,4.52,-2.7329,-17.6315
2016-12-31,59.6016,21.5693,2.7331,7.2,9.3917,169.1747,69.3806,7.3784,2.0579,GE US Equity,Industrials,121092355224.79999,4.74,-2.1268,50.353
2017-12-31,60.678,14.3135,2.0281,-8.24,-13.5309,175.0436,51.6325,-8.5456,-2.3104,GE US Equity,Industrials,121092355224.79999,4.88,-4.6761,
2018-12-31,59.3703,10.4307,1.5953,-20.96,-52.4184,201.2393,28.4755,-23.0435,-6.5719,GE US Equity,Industrials,121092355224.79999,5.07,0.4615,-79.9726
2019-12-31,59.0886,2.1853,0.3358,-39.8827,-18.3483,314.9287,207.4647,-5.5187,-1.7281,GE US Equity,Industrials,121092355224.79999,5.42,3.1321,
2020-12-31,60.8188,124.5925,0.2598,38.245,16.3806,210.6574,259.5268,7.5218,2.188,GE US Equity,Industrials,121092355224.79999,4.82,4.4847,
2021-12-31,60.8188,44.3889,2.0102,-6.16,-17.817,91.3991,36.6724,-8.7875,-2.8654,GE US Equity,Industrials,121092355224.79999,5.01,1.1817,
2022-12-31,,24.4566,1.9585,-0.06,-0.167,92.4459,33.3851,0.2939,0.1164,GE US Equity,Industrials,121092355224.79999,,0.4456,-53.2499
2015-12-31,60.8389,20.9676,21.2452,11.62,110.9743,492.7672,10.2211,8.8933,8.3497,LMT US Equity,Industrials,116992549383.87999,3.38,1.3842,-5.9856
2016-12-31,62.6396,17.8346,47.8045,17.28,224.5226,889.2902,5.2284,10.9389,10.6539,LMT US Equity,Industrials,116992549383.87999,4.14,0.2276,24.9576
2017-12-31,60.7283,20.9454,61.6062,6.82,,,-2.993,3.9291,4.1578,LMT US Equity,Industrials,116992549383.87999,4.76,1.3506,14.538
2018-12-31,63.1124,12.8382,52.7812,17.74,,973.3609,4.9609,9.3858,11.03,LMT US Equity,Industrials,116992549383.87999,4.87,1.8277,8.7485
2019-12-31,63.1124,15.3471,34.8661,22.09,275.6027,433.7433,11.1679,10.416,13.4843,LMT US Equity,Industrials,116992549383.87999,5.26,1.9123,16.5121
2020-12-31,65.597,11.9239,16.4654,24.4,149.4859,219.7582,21.5591,10.4483,13.9111,LMT US Equity,Industrials,116992549383.87999,5.4,4.56,1.1586
2021-12-31,63.3437,13.2468,8.7888,22.85,74.4079,119.3175,40.4391,9.4192,12.4332,LMT US Equity,Industrials,116992549383.87999,5.32,0.8422,5.5414
2022-12-31,,18.1935,13.3357,21.74,56.6823,180.736,36.4803,8.687,11.0493,LMT US Equity,Industrials,116992549383.87999,,-0.7933,-8.495
2015-10-25,55.246,,,1.13,17.7895,59.6611,6.5629,14.2561,9.6693,AMAT US Equity,Information Technology,116632518469.34998,,,11.3816
2015-12-31,,18.2504,2.8448,,,,,,,AMAT US Equity,Information Technology,116632518469.34998,4.26,5.4493,
2016-10-30,52.6305,,,1.56,23.2097,43.3005,6.6948,15.8984,11.5202,AMAT US Equity,Information Technology,116632518469.34998,,,27.1116
2016-12-31,,20.2637,4.8202,,,,,,,AMAT US Equity,Information Technology,116632518469.34998,4.52,9.5428,
2017-10-29,56.5838,,,3.28,42.4846,56.7333,8.8198,23.942,20.7067,AMAT US Equity,Information Technology,116632518469.34998,,,82.8996
2017-12-31,,15.3332,5.796,,,,,,,AMAT US Equity,Information Technology,116632518469.34998,5.74,-1.4599,
2018-10-28,57.8211,,,3.0,37.5201,77.5603,7.0786,18.1862,16.3986,AMAT US Equity,Information Technology,116632518469.34998,,,14.1006
2018-12-31,,7.8247,4.6252,,,,,,,AMAT US Equity,Information Technology,116632518469.34998,6.67,3.678,
2019-10-27,58.0626,,,2.89,35.9386,64.6822,8.9672,18.5241,14.7639,AMAT US Equity,Information Technology,116632518469.34998,,,-25.4064
2019-12-31,,20.5299,6.807,,,,,,,AMAT US Equity,Information Technology,116632518469.34998,6.68,3.4855,
2020-10-25,60.0443,,,3.95,38.5164,53.9516,11.5733,21.0383,17.4928,AMAT US Equity,Information Technology,116632518469.34998,,,30.2985
